Name,Description,Duration,Year,Type
Prisionero del paraíso,"Este documental nominado al Oscar narra la historia impactante de Kurt Gerron, conocido actor, director y estrella de cabaret judío alemán que fue enviado a un campo de concentración.","1 horas, 43 minutos",2002,movie
No hay dónde esconderse,"En este contundente documental de dos partes, inspectores de piratería, hackers, ex agentes secretos y luchadores por la libertad y la privacidad ofrecen historias verdaderas sobre cómo.","0 horas, 53 minutos",1997,movie
Huyendo de Bountiful,"Criada en la comunidad polígama de culto fundamentalista de Bountiful, Columbia Británica, Debbie Palmer sobrevivió al abuso sexual y a la persecusión para escaparse con sus seis hijos y empezar una vida comprometida con el activismo.","0 horas, 57 minutos",2002,movie
Fin del Juego: Kasparov y la máquina,"En 1997, el campeón de ajedrez Garry Kasparov compite con la computadora de IBM y acusa a IBM de hacer trampa. Las entrevistas con Kasparov y miembros del equipo de IBM iluminan la controversia.","1 horas, 41 minutos",2003,movie
Encubrimiento: el secreto nazi de Noruega,"Miles de niños y niñas, nacidos de un plan nazi para criar ""niños racialmente superiores"" con arios noruegos durante la Segunda Guerra Mundial, fueron maltratados en los años de la posguerra.","1 horas, 0 minutos",2002,movie
La Búsqueda de la Última Cena,La restauración de 19 años del fresco de La Última Cena de Leonardo da Vinci ha revelado que solo el 20% de la pintura original todavía es visible. ¿Nunca podremos ver cómo era la pintura original?,"1 horas, 6 minutos",2017,movie
"Andy Warhol, Fluorescente","Documental sobre el ícono, creador y víctima del arte pop. Revolucionario y controversial.  Warhol nunca tuvo miedo de romper el molde y rediseñar las diferentes áreas del arte.","0 horas, 52 minutos",2018,movie
Oh Dios Mío,"""Oh My God"" le pregunta a gente de todo tipo de entornos y culturas ""¿Qué es Dios?""","1 horas, 56 minutos",2009,movie
La Vida de Nuestro Señor Jesucristo,"La vida de nuestro señor Jesucristo es un montaje con secuencias de las películas El pecado de Adán y Eva (1969), Jesús, nuestro Señor (1969), Jesús, el niño Dios (1970) y Jesús, María y José (1970), películas dirigidas de Miguel Zacarías.","2 horas, 46 minutos",1986,movie
Eastwood,"A lo largo de la vida el legendario Clint Eastwood ha cosechado muchos triunfos y derrotas, ha actuado en más de 72 peliculas y a dirigido más de 44 largometrajes. Ganador de cuatro Oscars de la Academia y otros 153 premios, durante su larga carrera, el maestro Clint Eastwood tiene asegurado su puesto de honor, no solo en la historia de Hollywood, sino en la de la cinematografía mundial.  ¡¡¡Bravo, Maestro!!!","0 horas, 57 minutos",2021,movie
El Papa De Todos,"El 13 de marzo del 2013 Jorge Mario Bergoglio, Arzobispo de Buenos Aires, se convierte en el Papa Francisco. Sus primeros días de pontificado dan muestra de una actitud austera, próxima al pueblo, y en pos de una cultura del encuentro con Dios.","1 horas, 4 minutos",2012,movie
Vigilante,"Ya sea en las tiras cómicas, en las series animadas, en el cine o en la televisión las narrativas de Batman se han multiplicado desde su creación y coexisten en muchos universos para diferentes audiencias. Vigilante es la biografía de Batman.","0 horas, 57 minutos",2020,movie
Sergio Herman: Jodidamente Perfecto,"El chef Sergio Herman siente la necesidad de dejar su restaurante de 3 estrellas, Oud Sluis, para poder cumplir sus sueños. Una historia reveladora sobre la perfección, la ambición y los sacrificios.","1 horas, 39 minutos",2014,movie
El Papa Del Fin Del Mundo,"El 13 de Marzo de 2013, el arzobispado de Buenos Aires, Jorge Mario Bergoglio un cura de vocación misionera, se vuelve un faro de esperanza para la comunidad cristiana al convertirse en papa.","0 horas, 57 minutos",2005,movie
El Mariachi,"Un recorrido por la historia y el presente del símbolo musical México. Siguiendo sus pasos a través de la tierras calientes de Jalisco, el antropólogo Jesús Jauregui indaga en la historia y reúne testimonios de los músicos modernos y tradicionales.","0 horas, 57 minutos",2008,movie
Shadows of soldiers,"SOS explora varios temas relacionados con los efectos secundarios de la guerra, sumergiéndose en el mundo de los niños cuyos padres participaron en combate, pasando por Oklahoma, Kansas y California, entre otros estados.","2 horas, 12 minutos",2014,movie
"Tastil, la majestuoso y misteriosa","Muy cerca de la cordillera de Los Andes, a casi 4.000 metros de altura, existió la majestuosa ciudad de TASTIL. Increíblemente, fue abandonada, y no se sabe porque.","0 horas, 56 minutos",2018,movie
El Carnaval De Barranquilla,"El Carnaval más importante de la América Hispana. Durante cuatro días, la herencia negra, española e indígena contagia las calles de la ciudad colombiana para transformarse en la fiesta más esperada del año.","1 horas, 22 minutos",2007,movie
Faraday,"Faraday es un telépata especialista en fenómenos paranormales. Su novia, Pati, es una bloguera entregada a los cupcakes cuya máxima aspiración en la vida es ser famosa en internet. A","1 horas, 37 minutos",2015,movie
¿Qué te juegas Mari Pili?,"Sole, Mari Pili y Marta son tres jovencitas que comparten piso en Barcelona. Un día Sole se queja de las dificultades de encontrar pareja y entonces Marta le propone un juego: vivir una aventura con el primer hombre que les pregunte el nombre.","1 horas, 39 minutos",1990,movie
15 días contigo,"Isabel acaba de recuperar su libertad, y sólo tiene una cosa clara: no piensa volver a perderla. Por ello no quiere volver a relacionarse con nada que tenga que ver con su pasado reciente","1 horas, 43 minutos",2004,movie
Lifting de corazón,"Antonio Ruiz, un prestigioso cirujano plástico, vive en Sevilla con su mujer y sus dos hijos. A pesar de que ya está a punto de ser abuelo, cuida su aspecto y lleva un ritmo de vida saludable y juvenil., En un congreso conoce a Delia.","1 horas, 46 minutos",2005,movie
Actrices,"Una joven estudiante de teatro, que desea prepararse a fondo para el papel que supondrá su debut como profesional, entrevista a tres actrices consagradas: una actriz de cine, otra televisiva y una tercera directora de doblaje.","1 horas, 40 minutos",1995,movie
El Polaquito,"Un chico de la calle, de 13 años de edad, se gana la vida cantando tangos en los trenes de la estación central de Buenos Aires. Imita a Polaco Goyeneche, el famoso cantante de tangos, por lo que la gente le conoce como ""El Polaquito""","1 horas, 44 minutos",2002,movie
El porqué de las cosas,"Adaptación de quince novelas del escritor catalán Quim Monzó que cuenta, a través de grandes temas como la voluntad, la sabiduría, la sinceridad, la sumisión, el ego, el despecho, el deseo, el amor, la fe... quince episodios de la vida real.","1 horas, 44 minutos",1993,movie
Adios con el corazón,"Juan es ya un cincuentón, tiene una barriga prominente, se tiñe las canas y vive solo con un gato que tiene problemas urinarios, pero a pesar de esto, sigue resultando atractivo a las mujeres","1 horas, 41 minutos",1998,movie
Enciende mi pasion,"La relación que Ángel, botánico, establece en su mente entre las plantas, y las piernas y pies de las mujeres, será el hilo conductor de una trama que mezcla la pasión, el amor, la codicia y la picaresca a través de un estudio de personajes y situaciones","1 horas, 37 minutos",1993,movie
Salto al vacío,"Alex es una joven de 20 años que mantiene a toda su familia gracias al tráfico ilegal de armas. En su vida el riesgo de morir o matar está siempre. Forma parte de un grupo en el que es la única chica. Está secretamente enamorada de Javi, pero él la ignora","1 horas, 38 minutos",1994,movie
"Sara Baras, Todas las voces","Esta es la historia de una artista excepcional que pone ante nuestros ojos una disyuntiva vital: Hay voces que tiran del mundo hacia delante, otras lo lastran e impiden que el mundo cambie. Hay que decidir cada día qué voces escuchamos.","1 horas, 53 minutos",2016,movie
Gimlet,"Un misterioso individuo está obsesionado por la figura de Julia. Graba en video todos los movimientos de la mujer sin que ella sepa nada. La policía entra en acción cuando aparece el cadáver, sin corazón, de un amante de Julia","1 horas, 43 minutos",1994,movie
Haz conmigo lo que quieras,"Néstor un viejo pastelero que acaba de enviudar, decide empezar una relación formal con Maribel la hija de su asistenta. Pero lo que quiere la chica es irse a Barcelona a trabajar en el gabinete sadomasoquista que regenta su hermana","1 horas, 54 minutos",2003,movie
Déjate caer,"Roberto Carlos, Gabriel y Nandi son tres amigos que no tienen mejores planes en sus respectivas vidas que reunirse y ver pasar el tiempo, sentados en el mismo banco de la plaza de su barrio.","1 horas, 59 minutos",2006,movie
El Lute II: Manaña Sere Libre,"En 1960, una familia de quinquis recorre Extremadura. El hijo, Eleuterio, roba unas gallinas y es condenado a seis meses de cárcel. Años después, tras el asalto a una joyería de Madrid, es juzgado y condenado a muerte.","2 horas, 27 minutos",1987,movie
El Lute; Camina o Revienta,"En 1960, una familia de quinquis recorre Extremadura. El hijo, Eleuterio, roba unas gallinas y es condenado a seis meses de cárcel. Años después, tras el asalto a una joyería de Madrid, es juzgado y condenado a muerte.","2 horas, 16 minutos",1986,movie
Carmen,"La naturaleza libre y enigmática de una mujer llamada Carmen, su belleza, y  su carácter pasional, hacen que el sargento José se convierta en víctima y protagonista de acontecimientos extraordinarios, de amores turbulentos y pasiones incontrolables","2 horas, 15 minutos",2002,movie
Azaña,Azaña cuenta la historia del último presidente de la II República Española después del alzamiento militar que desembocó en la trágica Guerra Civil. El film recrea y humaniza la vida de la insigne figura política hasta sus últimos días en Montauban,"1 horas, 43 minutos",2007,movie
Anita no pierde el tren,"Anita lleva más de treinta años trabajando como taquillera en un cine, pero un día la prejubilan. Anita sigue acudiendo al solar en donde se encontraba el cine, y acaba enamorándose del hombre que maneja la excavadora de la obra.","1 horas, 42 minutos",2000,movie
"El Cid, la leyenda","Rodrigo Díaz de Vivar, que la historia ha conocido como El Cid Campeador, es una figura imprescindible para entender la Edad Media. Su leyenda ha perdurado a lo largo de los siglos hasta convertirlo en mito","1 horas, 15 minutos",2019,movie
Animales Heridos,Silvio tiene una relación extraconyugal con Clàudia  . Su vida se verá alterada cuando llaman desde un periódico para realizar un reportaje sobre su casa y será Clàudia la encargada de hacerlo.,"1 horas, 44 minutos",2000,movie
El invierno de las Anjanas,Relato del amor entre una joven aristócrata y un revolucionario en la guerra de Cuba del 98,"1 horas, 43 minutos",1998,movie
Amor Idiota,"Pere Lluc (Santi Millán) es un joven de 35 años que vive en una etapa estancada de su vida. Lluc se entera de que un amigo suyo ha muerto hace cinco meses. Para olvidar sus penas, se va de fiesta y se emborracha.","1 horas, 50 minutos",2003,movie
Caricias,"La historia arranca durante la Nochevieja barcelonesa de fin de milenio. Once personajes sin, aparentemente, nada en común, se cruzarán en el camino de los otros por casualidad. Tan solo hay una cosa que todos comparten: son personajes aislados","1 horas, 46 minutos",1996,movie
Cachorro,"Cuando Violeta decide hacer un viaje por la India con su nuevo novio, deja a su hijo Bernardo con su hermano Pedro, un dentista homosexual. Poco a poco, se establecerá entre ambos una relación muy tierna y cariñosa, algo desconocido para Pedro.","1 horas, 53 minutos",2003,movie
Barcelona (un mapa),"Ramón y Rosa, un matrimonio mayor de Barcelona, deciden realquilar el piso en el que viven en la zona del Ensanche. En él, acogerán al hermano de la mujer así como a tres personas más: una profesora de francés, un joven vigilante y una embarazada.","1 horas, 47 minutos",2006,movie
"Benidorm, mon amour","Verano de 1962, Tonet aprovecha un permiso de la mili para ir en coche con sus amigos Sento, Jaume y Tomy a Benidorm. Sueñan con disfrutar unos días del sol, las playas y, sobre todo, de las suecas y sus biquinis.","1 horas, 51 minutos",2014,movie
Carlos contra el mundo,"Carlos contra el mundo es la historia de un chico de veinticinco años de un barrio proletario de Málaga al que, tras la muerte de su padre, la familia le exige que ocupe el lugar de éste. Que se convierta en padre de familia","1 horas, 44 minutos",2002,movie
Nadie oyó gritar,"Una mujer ve cómo un vecino arroja a alguien por el hueco del ascensor y se ve forzada a ayudarle a hacer desaparecer el cuerpo. Durante esas tensas horas, el hombre le da a entender a la mujer los motivos que le llevaron a asesinar a su esposa.","1 horas, 44 minutos",1972,movie
Las Niñas Bien,"En medio de casas de lujo, autos Grand Marquis y música de Julio Iglesias, Yuri y Menudo, Sofia (Ilse Salas) y un grupo de mujeres viven los devenires del clasismo, las buenas costumbres y las crisis económicas.","1 horas, 57 minutos",2017,movie
Precious,"una adolescente analfabeta, maltratada y con sobrepeso que está embarazada de su segundo hijo es invitada a inscribirse en una escuela alternativa con la esperanza de poder cambiar su vida en una mejor dirección.","2 horas, 10 minutos",2008,movie
Blue Jasmine,"Jasmine, una mujer rica y glamourosa de la alta sociedad neoyorquina, se encuentra de repente sin dinero y sin casa.","1 horas, 56 minutos",2012,movie
Justicia Final,"La protagonista de la película, Betty Anne Waters (Hilary Swank), es una madre soltera que ha dedicado 18 años de su vida a intentar sacar a su hermano de la cárcel, primero estudiando Derecho y después convirtiéndose en una afamada abogada criminalista.","2 horas, 8 minutos",2011,movie
Underworld,"Selene, una guerrera vampiro, está inmersa en un conflicto entre vampiros y hombres lobo, mientras se enamora de Michael, un humano que es buscado por hombres lobo por razones desconocidas.","2 horas, 36 minutos",2003,movie
Mi segunda vez,"Cuando Sandy (Catherine Zeta-Jones) una bella e inteligente mujer de 40 años descubre que su marido le engaña, ella decide escapar a Nueva York y empezar una nueva vida.","1 horas, 52 minutos",2009,movie
Nunca me dejes Sola,"Kate es diagnosticada con Esclerosis Múltiple y Bec asume un trabajo ayudando a Kate. En ese momento,el matrimonio de ella con Evan llega al límite, y ambas forman un vínculo poco convencional, a veces conflictivo y ferozmente honesto.","2 horas, 0 minutos",2015,movie
Vidas Violentas,"Integrada por seis cortometrajes escritos y dirigidos por seis de los más connotados directores mexicanos, la película fue realizada y dirigida para concientizar y reducir la violencia de género, el acoso escolar en las escuelas y la violencia doméstica","1 horas, 21 minutos",2016,movie
Mi nombre es Sara,"Basada en hechos reales, MI NOMBRE ES SARA lleva al cine la vida de Sara Góralnik, una judía polaca cuya familia entera fue asesinada por los nazis cuando ella sólo tenía 13 años.","2 horas, 11 minutos",2020,movie
María Montez,"Era conocida como ""La reina del tecnicolor"" en Hollywood y Europa, pero a medida que se hacía más famosa, se sentía más vacía. Un startlet que no podía encontrar el amor o la felicidad hasta que fué demasiado tarde.","2 horas, 0 minutos",2014,movie
Una Historia de Amor y Oscuridad,"La historia del escritor Amos Oz, nacido en Palestina y criado en la posguerra por un padre amante de la literatura y una madre polaca que huyó del antisemitismo. Amos Oz trató de llegar a un acuerdo pacífico entre Israel y Palestina.","1 horas, 56 minutos",2016,movie
Nunca te Rindas,"Lisa es una madre soltera que deberá tomar la ley por su mano para recuperar a su hijo secuestrado. Cuando las autoridades le dan la espalda, el dolor y la rabia la obligarán a actuar de forma drástica.","1 horas, 51 minutos",2016,movie
Madame Bovary,"Una joven de procedencia humilde se casa con un doctor de una pequeña ciudad. Atrapada en un matrimonio que no la satisface, busca consuelo teniendo relaciones extra conyugales que, además, la ayudan a medrar socialmente.","2 horas, 18 minutos",2015,movie
Sushi del East Side,"Juana, una madre soltera y trabajadora, comienza a trabajar en un restaurante japonés. Luchando contra todas las expectativas, trabaja, se prepara, y alcanza su sueño de ser chef de sushi.","2 horas, 6 minutos",2019,movie
Epiphany,Una joven lucha por crear una relación con su padre después de la muerte de su tía que la crió.,"1 horas, 41 minutos",2018,movie
Penélope,"Penélope pertenece a una acaudalada familia sobre la que pesa una maldición: su nariz, igual al hocico de un cerdo. La única esperanza de que la maldición se rompa consiste en que alguien se enamore de ella aceptándola tal como es.","1 horas, 45 minutos",2008,movie
Una Noche de Locuras,"Cuatro mujeres que solo tienen en común que sus hijos van a la misma clase y siempre son castigados, deciden salir un día para cenar juntas y compartir impresiones al respecto.","1 horas, 38 minutos",2017,movie
La boda de Jenny,"Eddie y Rose siempre han soñado con la boda de sus hijas. Por eso, cuando Anne se casa, todos esperan que su hermana pequeña Jenny haga lo mismo. Pero cuando ella anuncia su compromiso las cosas no salen como esperaba.","1 horas, 52 minutos",2014,movie
Una pasión secreta,"Ambientada en Alemania después de la Segunda Guerra Mundial. Michael Berg conoce a Hanna Schmitz, una mujer que le dobla la edad. A pesar de las diferencias de clase, los dos terminan enamorándose y viviendo una bonita historia de amor.","2 horas, 23 minutos",2009,movie
Los Adioses,"A principios de los años 50 en la Ciudad de México, Rosario va en contra de una sociedad regida por hombres: es una intelectual universitaria precoz, pronto una de las escritoras capitales de la literatura mexicana.","1 horas, 42 minutos",2016,movie
Butter,"Los ciudadanos de un pequeño pueblo del Medio Oeste, Iowa (EEUU), celebran cada año una competición muy especial en la que luchan por modelar la mejor escultura de mantequilla. Cada participante tiene sus propias motivaciones e historia personal.","1 horas, 46 minutos",2012,movie
Venganza Sin Límites,"Cuando Sandy, apodada ""The Naked Eye"" termina muerta, su amigo y único aliado en el mundo, Jake, va en una búsqueda para descubrir quién la mató.","1 horas, 39 minutos",2012,movie
